Object,Date,RA_result (degree),DEC_result (degree),RA_input (degree),DEC_input (degree),Angular Separation (degree),Apparent magnitude R (known),Apparent magnitude G (known),Apparent magnitude B (known),Apparent magnitude V (known),"Light R (measured, W*t/m^2)","Light G (measured, W*t/m^2)","Light B (measured, W*t/m^2)",Apparent magnitude R (instrumental),Apparent magnitude G (instrumental),Apparent magnitude B (instrumental),Airmass,Corrected magnitude R (instrumental),Corrected magnitude G (instrumental),Corrected magnitude B (instrumental)
TYC 4273-343-1,2023-01-23 21:11:31.217,339.3993054166666,65.13731277777778,339.4523433615473,65.12755491065434,0.0243447774803815,,11.055931,11.539999961853027,11.04,,261.50067658059703,,,-2.3508789053375634,,1.494323,,-2.51674447492677,
TYC 4273-435-1,2023-01-23 21:11:31.217,339.8296558333333,64.86889416666666,339.82678811226026,64.90970210302143,0.0408260785063897,,12.399258,12.989999771118164,12.02,,63.410754684194615,,,-0.8126041681533802,,1.494323,,-0.9784697377425867,
TYC 4273-695-1,2023-01-23 21:11:31.217,339.6230466666666,65.06957249999999,339.62015872894926,65.06646989721021,0.0033328929298112,,11.706887,12.470000267028809,12.15,,49.436984100644935,,,-0.5423267851706005,,1.494323,,-0.708192354759807,
TYC 4273-822-1,2023-01-23 21:11:31.217,339.8645287499999,65.14470083333335,339.853168956248,65.1424415795792,0.005282543199752,,10.9047,11.649999618530272,10.91,,36.21041566189234,,,-0.2042806385566897,,1.494323,,-0.37014620814589616,
TYC 4273-849-1,2023-01-23 21:11:31.217,339.3875783333333,65.02880222222223,339.3985522700657,65.00263305691128,0.0265764739146997,,12.342563,13.100000381469728,12.34,,51.82039495483673,,,-0.5934486599147325,,1.494323,,-0.759314229503939,
TYC 4273-922-1,2023-01-23 21:11:31.217,339.2812283333333,64.93230138888889,339.3398840609848,64.94777691653266,0.0292702246542855,,10.665483,11.470000267028809,10.81,,176.05941985451378,,,-1.9213450293234493,,1.494323,,-2.0872105989126557,
UCAC4 775-051528,2023-01-23 21:11:31.217,339.6520275,64.91847833333334,339.65117550030527,64.92019144436888,0.0017507667130886,12.425999641418455,12.350152,,,,41.511899866070365,,,-0.3526283884364287,,1.494323,,-0.5184939580256351,
UCAC4 776-050735,2023-01-23 21:11:31.217,339.45547125,65.15067722222223,339.46746846353454,65.17644509148944,0.0262559789411483,12.517000198364258,12.216036,,,,129.47431498425144,,,-1.5876559180860974,,1.494323,,-1.7535214876753038,
UCAC4 776-050768,2023-01-23 21:11:31.217,339.5824233333333,65.16741250000001,339.5900427728145,65.16895587598259,0.0035525936872739,13.312999725341797,13.09212,,,,185.75378983813263,,,-1.979541071220437,,1.494323,,-2.1454066408096435,
UCAC4 776-050859,2023-01-23 21:11:31.217,339.90894625,65.15553861111111,339.9880534941297,65.15317343035792,0.0333229368726549,12.984000205993652,12.665632,,,,224.11994417686645,,,-2.1833981272577385,,1.494323,,-2.349263696846945,
V* RZ Cep,2023-01-23 21:11:31.217,339.8049033333333,64.85850305555554,339.8367729138822,64.87755728853365,0.0233722975322462,9.300000190734863,9.29427,9.479999542236328,9.49,,108.51085594435791,,,-1.3958798363323357,,1.494323,,-1.561745405921542,
2MASS J22375782+6453569,2023-01-23 21:13:42.847,339.49095333333327,64.89916472222222,339.4821020251693,64.90667757809429,0.0083986817567369,,13.145664,,,,237.97039020289364,,,-2.2485041700072186,,1.499766,,-2.171985124648274,
Case  499,2023-01-23 21:13:42.847,339.4184791666666,65.05113833333333,339.40432516888313,65.05882434063284,0.0097318419586328,12.31999969482422,11.506842,,,,245.56432670483704,,,-2.2826100551991506,,1.499766,,-2.2060910098402062,
Gaia DR3 2212402628434865152,2023-01-23 21:13:42.847,339.4240958333333,65.2265725,339.4646975623393,65.21376991897529,0.0212955737076831,,13.289844,,,,71.58025447177161,,,-0.9441799581950476,,1.499766,,-0.8676609128361031,
Gaia DR3 2212402667093547008,2023-01-23 21:13:42.847,339.4619270833333,65.18390861111112,339.49685890484005,65.19225186348051,0.0168668583233711,,14.177248,,,,146.1346486589167,,,-1.7190798626073869,,1.499766,,-1.6425608172484423,
TYC 4273-1186-1,2023-01-23 21:13:42.847,339.8064062499999,65.00935527777777,339.78374310769584,65.0030070651953,0.0114888083833864,,11.109891,11.520000457763672,11.2,,58.384845354516855,,,-0.7229471987469348,,1.499766,,-0.6464281533879903,
TYC 4273-343-1,2023-01-23 21:13:42.847,339.3993054166666,65.13731277777778,339.4624427010238,65.13074706169628,0.0273488584874621,,11.055931,11.539999961853027,11.04,,255.46503306393188,,,-2.3255255237257253,,1.499766,,-2.249006478366781,
TYC 4273-435-1,2023-01-23 21:13:42.847,339.8296558333333,64.86889416666666,339.8565739915605,64.89399703533078,0.0275811578224626,,12.399258,12.989999771118164,12.02,,91.33916624801368,,,-1.208839470727446,,1.499766,,-1.1323204253685013,
TYC 4273-650-1,2023-01-23 21:13:42.847,340.0967083333333,65.18951222222222,340.00932241188383,65.17388436015732,0.0398700222212091,,10.161988,10.90999984741211,10.39,,90.49629938593036,,,-1.1987739137240756,,1.499766,,-1.1222548683651312,
TYC 4273-695-1,2023-01-23 21:13:42.847,339.6230466666666,65.06957249999999,339.6302634760757,65.06965437997872,0.0030431081720964,,11.706887,12.470000267028809,12.15,,55.30639873761886,,,-0.6641353142327834,,1.499766,,-0.5876162688738389,
TYC 4273-822-1,2023-01-23 21:13:42.847,339.8645287499999,65.14470083333335,339.8468133201334,65.14585357447724,0.0075348300850424,,10.9047,11.649999618530272,10.91,,50.11648991982372,,,-0.5571484784118543,,1.499766,,-0.48062943305290984,
TYC 4273-849-1,2023-01-23 21:13:42.847,339.3875783333333,65.02880222222223,339.40860596601703,65.00585765832994,0.0246033194192823,,12.342563,13.100000381469728,12.34,,45.70790543736217,,,-0.4571751637531038,,1.499766,,-0.3806561183941593,
TYC 4273-922-1,2023-01-23 21:13:42.847,339.2812283333333,64.93230138888889,339.34991806504803,64.95098507425764,0.0345756893591291,,10.665483,11.470000267028809,10.81,,172.90284972992276,,,-1.9017022412928408,,1.499766,,-1.8251831959338962,
UCAC4 775-051528,2023-01-23 21:13:42.847,339.6520275,64.91847833333334,339.66123764930484,64.92339216056507,0.0062758324282071,12.425999641418455,12.350152,,,,38.34263417208464,,,-0.2664017281333354,,1.499766,,-0.1898826827743909,
UCAC4 776-050735,2023-01-23 21:13:42.847,339.45547125,65.15067722222223,339.47756054097084,65.17964552715507,0.0304176978070825,12.517000198364258,12.216036,,,,126.47867745904291,,,-1.5622401524268894,,1.499766,,-1.485721107067945,
UCAC4 776-050768,2023-01-23 21:13:42.847,339.5824233333333,65.16741250000001,339.6001174911209,65.17213319430721,0.0088031058022106,13.312999725341797,13.09212,,,,182.2772073969764,,,-1.9590277789334527,,1.499766,,-1.8825087335745083,
UCAC4 776-050859,2023-01-23 21:13:42.847,339.90894625,65.15553861111111,339.9330085976293,65.17641706545044,0.023195699557506,12.984000205993652,12.665632,,,,232.5639502453068,,,-2.2235528521773005,,1.499766,,-2.147033806818356,
V* RZ Cep,2023-01-23 21:13:42.847,339.8049033333333,64.85850305555554,339.8469559814301,64.88073614739108,0.028517548452573,9.300000190734863,9.29427,9.479999542236328,9.49,,118.66013203225032,,,-1.49295893129574,,1.499766,,-1.4164398859367955,
2MASS J22375782+6453569,2023-01-23 21:15:53.688,339.49095333333327,64.89916472222222,339.4892026349947,64.90642752653798,0.0073006666501806,,13.145664,,,,227.25337824397897,,,-2.198472733109823,,1.50529,,-2.322970351910954,
Case  499,2023-01-23 21:15:53.688,339.4184791666666,65.05113833333333,339.4148913799365,65.05383694314001,0.0030939498588394,12.31999969482422,11.506842,,,,40.20341896743509,,,-0.3178543327001077,,1.50529,,-0.4423519515012387,
Gaia DR3 2212402628434865152,2023-01-23 21:15:53.688,339.4240958333333,65.2265725,339.4719196549334,65.21349567449892,0.0239330341923448,,13.289844,,,,67.6746549575964,,,-0.8832619886443333,,1.50529,,-1.0077596074454642,
Gaia DR3 2212402667093547008,2023-01-23 21:15:53.688,339.4619270833333,65.18390861111112,339.4886886831543,65.19242240838425,0.0140926478518575,,14.177248,,,,46.07269493561779,,,-0.4658059037868071,,1.50529,,-0.5903035225879381,
TYC 4273-1186-1,2023-01-23 21:15:53.688,339.8064062499999,65.00935527777777,339.7907819655958,65.00280430759739,0.0093003441709605,,11.109891,11.520000457763672,11.2,,59.143116135623416,,,-0.7369573705096035,,1.50529,,-0.8614549893107345,
TYC 4273-343-1,2023-01-23 21:15:53.688,339.3993054166666,65.13731277777778,339.4696050538848,65.13051868585974,0.030331621411502,,11.055931,11.539999961853027,11.04,,250.55913969603824,,,-2.3044724862369343,,1.50529,,-2.4289701050380654,
TYC 4273-435-1,2023-01-23 21:15:53.688,339.8296558333333,64.86889416666666,339.8634944450724,64.8937938763919,0.0287459302390133,,12.399258,12.989999771118164,12.02,,91.43193541858942,,,-1.2099416455779632,,1.50529,,-1.3344392643790943,
TYC 4273-650-1,2023-01-23 21:15:53.688,340.0967083333333,65.18951222222222,340.01651925703374,65.17359228930128,0.0372339400673829,,10.161988,10.90999984741211,10.39,,90.62973295836268,,,-1.2003736140526595,,1.50529,,-1.3248712328537904,
TYC 4273-695-1,2023-01-23 21:15:53.688,339.6230466666666,65.06957249999999,339.6374968253387,65.06942187105751,0.0060928734502081,,11.706887,12.470000267028809,12.15,,54.61360435494679,,,-0.6504489626521601,,1.50529,,-0.7749465814532911,
TYC 4273-822-1,2023-01-23 21:15:53.688,339.8645287499999,65.14470083333335,339.83124153902827,65.14711648819896,0.0141979215847207,,10.9047,11.649999618530272,10.91,,65.66852102160401,,,-0.8505899513772217,,1.50529,,-0.9750875701783527,
TYC 4273-849-1,2023-01-23 21:15:53.688,339.3875783333333,65.02880222222223,339.4158053738904,65.00562309120468,0.0260652273904699,,12.342563,13.100000381469728,12.34,,39.817157736530845,,,-0.3073725022160801,,1.50529,,-0.43187012101721106,
TYC 4273-922-1,2023-01-23 21:15:53.688,339.2812283333333,64.93230138888889,339.35700147341254,64.95074017600358,0.0370129889484652,,10.665483,11.470000267028809,10.81,,151.5749471369508,,,-1.7587654268087043,,1.50529,,-1.8832630456098354,
UCAC4 775-051528,2023-01-23 21:15:53.688,339.6520275,64.91847833333334,339.64895199076915,64.90067664091987,0.0178494004230761,12.425999641418455,12.350152,,,,45.932466825836286,,,-0.4624962883110715,,1.50529,,-0.5869939071122025,
UCAC4 776-050735,2023-01-23 21:15:53.688,339.45547125,65.15067722222223,339.48474687092266,65.17943501142464,0.0312761920135167,12.517000198364258,12.216036,,,,124.61846110938606,,,-1.5461528230224075,,1.50529,,-1.6706504418235384,
UCAC4 776-050768,2023-01-23 21:15:53.688,339.5824233333333,65.16741250000001,339.6073322095027,65.17191152769801,0.0113865676389645,13.312999725341797,13.09212,,,,179.54590943714754,,,-1.9426356510009988,,1.50529,,-2.0671332698021296,
UCAC4 776-050859,2023-01-23 21:15:53.688,339.90894625,65.15553861111111,339.9402090698733,65.17616479648235,0.0244507826754271,12.984000205993652,12.665632,,,,217.7499336872585,,,-2.1520919417541475,,1.50529,,-2.2765895605552786,
V* RZ Cep,2023-01-23 21:15:53.688,339.8049033333333,64.85850305555554,339.85395387037056,64.88051623209773,0.0303068294857202,9.300000190734863,9.29427,9.479999542236328,9.49,,102.1060809036372,,,-1.3298258811079795,,1.50529,,-1.4543234999091106,
2MASS J22375782+6453569,2023-01-23 21:18:07.131,339.49095333333327,64.89916472222222,339.492520188552,64.90425708625669,0.0051355512679559,,13.145664,,,,225.87606813881635,,,-2.1918724114420423,,1.511031,,-2.2398365428754086,
Case  499,2023-01-23 21:18:07.131,339.4184791666666,65.05113833333333,339.41823083141287,65.05170994200428,0.000581127196869,12.31999969482422,11.506842,,,,45.96042237153006,,,-0.4631568910907854,,1.511031,,-0.5111210225241516,
Gaia DR3 2212402628434865152,2023-01-23 21:18:07.131,339.4240958333333,65.2265725,339.4752186057572,65.21127939404266,0.026325800079018,,13.289844,,,,68.81859016527181,,,-0.9014612914794364,,1.511031,,-0.9494254229128026,
Gaia DR3 2212402667093547008,2023-01-23 21:18:07.131,339.4619270833333,65.18390861111112,339.49197170117594,65.19019340697601,0.0140879892802154,,14.177248,,,,52.60345076910272,,,-0.609732449860053,,1.511031,,-0.6576965812934192,
TYC 4273-1186-1,2023-01-23 21:18:07.131,339.8064062499999,65.00935527777777,339.79410472952225,65.00051999431379,0.0102508661046558,,11.109891,11.520000457763672,11.2,,52.91488811118119,,,-0.6161415685646005,,1.511031,,-0.6641056999979666,
TYC 4273-343-1,2023-01-23 21:18:07.131,339.3993054166666,65.13731277777778,339.4729315579937,65.12829977782621,0.0322462014047055,,11.055931,11.539999961853027,11.04,,246.4964270132208,,,-2.2867234345089327,,1.511031,,-2.334687565942299,
TYC 4273-435-1,2023-01-23 21:18:07.131,339.8296558333333,64.86889416666666,339.8669079291852,64.89150616751559,0.0275931931759001,,12.399258,12.989999771118164,12.02,,91.59671679620988,,,-1.2118966308081511,,1.511031,,-1.2598607622415174,
TYC 4273-650-1,2023-01-23 21:18:07.131,340.0967083333333,65.18951222222222,340.0198208336481,65.17135777774779,0.037030041287074,,10.161988,10.90999984741211,10.39,,86.0164327987155,,,-1.143650432939321,,1.511031,,-1.1916145643726872,
TYC 4273-659-1,2023-01-23 21:18:07.131,340.02271916666666,64.95526805555556,339.9307030594045,64.96872535607882,0.0412026125603727,,10.683766,11.520000457763672,10.84,,60.792289200469554,,,-0.7668181070219177,,1.511031,,-0.8147822384552839,
TYC 4273-695-1,2023-01-23 21:18:07.131,339.6230466666666,65.06957249999999,339.6069437643947,65.07262901017853,0.0074437367891429,,11.706887,12.470000267028809,12.15,,237.18486436764093,,,-2.244914292349798,,1.511031,,-2.292878423783164,
TYC 4273-822-1,2023-01-23 21:18:07.131,339.8645287499999,65.14470083333335,339.8572119270475,65.1433994540596,0.0033395421165237,,10.9047,11.649999618530272,10.91,,40.59825153764106,,,-0.3284651882826443,,1.511031,,-0.37642931971601057,
TYC 4273-849-1,2023-01-23 21:18:07.131,339.3875783333333,65.02880222222223,339.41904376309844,65.00342255437019,0.0286486907163911,,12.342563,13.100000381469728,12.34,,41.90326018536433,,,-0.362816397074377,,1.511031,,-0.41078052850774327,
TYC 4273-922-1,2023-01-23 21:18:07.131,339.2812283333333,64.93230138888889,339.3603627520544,64.94852654026523,0.0372387742692107,,10.665483,11.470000267028809,10.81,,168.50905631280958,,,-1.8737549793496189,,1.511031,,-1.9217191107829852,
UCAC4 775-051528,2023-01-23 21:18:07.131,339.6520275,64.91847833333334,339.6715626551762,64.92086884302391,0.0086188729468107,12.425999641418455,12.350152,,,,36.73098218795636,,,-0.2197782170824888,,1.511031,,-0.267742348515855,
UCAC4 776-050735,2023-01-23 21:18:07.131,339.45547125,65.15067722222223,339.4880922459463,65.17721705728965,0.0298679754988612,12.517000198364258,12.216036,,,,119.8163169458326,,,-1.5034867772195897,,1.511031,,-1.551450908652956,
UCAC4 776-050768,2023-01-23 21:18:07.131,339.5824233333333,65.16741250000001,339.61062268506294,65.16967119552858,0.0120558069794331,13.312999725341797,13.09212,,,,170.5298594637667,,,-1.886697948574353,,1.511031,,-1.9346620800077192,
UCAC4 776-050859,2023-01-23 21:18:07.131,339.90894625,65.15553861111111,339.94348063819047,65.17391667138004,0.0234124497298333,12.984000205993652,12.665632,,,,215.80040663596984,,,-2.142327509939152,,1.511031,,-2.1902916413725184,
V* RZ Cep,2023-01-23 21:18:07.131,339.8049033333333,64.85850305555554,339.8572983090528,64.87826082688258,0.0297577772632583,9.300000190734863,9.29427,9.479999542236328,9.49,,116.1606561890088,,,-1.469844504908312,,1.511031,,-1.5178086363416783,
2MASS J22375782+6453569,2023-01-23 21:20:20.651,339.49095333333327,64.89916472222222,339.49805846989085,64.90861103883077,0.0099153633466434,,13.145664,,,,216.08463328451847,,,-2.1437565717436287,,1.516677,,,
Case  499,2023-01-23 21:20:20.651,339.4184791666666,65.05113833333333,339.4239212692007,65.05599883148786,0.0053752147906107,12.31999969482422,11.506842,,,,34.767715858703255,,,-0.1601372624322983,,1.516677,,,
Gaia DR3 2211653757940169856,2023-01-23 21:20:20.651,339.6966695833333,65.2426038888889,339.63000907599724,65.21481736712994,0.0393980558394673,,20.391071,,,,94.37094991691876,,,-1.2442926796555045,,1.516677,,,
Gaia DR3 2212402628434865152,2023-01-23 21:20:20.651,339.4240958333333,65.2265725,339.48086039085064,65.21567230708345,0.0261691893024117,,13.289844,,,,59.55141836658123,,,-0.7444271375901447,,1.516677,,,
Gaia DR3 2212402667093547008,2023-01-23 21:20:20.651,339.4619270833333,65.18390861111112,339.4975782978549,65.1946113657087,0.0183943417432797,,14.177248,,,,50.32356889253181,,,-0.5616254462499254,,1.516677,,,
TYC 4273-1186-1,2023-01-23 21:20:20.651,339.8064062499999,65.00935527777777,339.79959138829054,65.00487458466648,0.0053260757511857,,11.109891,11.520000457763672,11.2,,51.20847777477367,,,-0.5805515286293567,,1.516677,,,
TYC 4273-343-1,2023-01-23 21:20:20.651,339.3993054166666,65.13731277777778,339.4785639401661,65.1326557407435,0.0336505832636093,,11.055931,11.539999961853027,11.04,,239.7296216454464,,,-2.256501113098726,,1.516677,,,
TYC 4273-435-1,2023-01-23 21:20:20.651,339.8296558333333,64.86889416666666,339.87240430261926,64.89591659456218,0.0325496577226812,,12.399258,12.989999771118164,12.02,,85.2915458983905,,,-1.1344618282346717,,1.516677,,,
TYC 4273-650-1,2023-01-23 21:20:20.651,340.0967083333333,65.18951222222222,340.02563742633976,65.17570358179178,0.0328714541834266,,10.161988,10.90999984741211,10.39,,93.85319098229084,,,-1.2383194709496548,,1.516677,,,
TYC 4273-659-1,2023-01-23 21:20:20.651,340.02271916666666,64.95526805555556,339.9362229092105,64.97309216215213,0.040712944875004,,10.683766,11.520000457763672,10.84,,54.7377579800539,,,-0.6529143758079363,,1.516677,,,
TYC 4273-695-1,2023-01-23 21:20:20.651,339.6230466666666,65.06957249999999,339.6125768114673,65.0769807480864,0.0086228354615741,,11.706887,12.470000267028809,12.15,,225.78877318412543,,,-2.191452722835317,,1.516677,,,
TYC 4273-822-1,2023-01-23 21:20:20.651,339.8645287499999,65.14470083333335,339.8401620944771,65.14923536569383,0.0112001065000666,,10.9047,11.649999618530272,10.91,,62.38916944122482,,,-0.7949698734582751,,1.516677,,,
TYC 4273-849-1,2023-01-23 21:20:20.651,339.3875783333333,65.02880222222223,339.4246195343185,65.00776119129785,0.026219198900908,,12.342563,13.100000381469728,12.34,,44.22067221379061,,,-0.4212602135860177,,1.516677,,,
TYC 4273-922-1,2023-01-23 21:20:20.651,339.2812283333333,64.93230138888889,339.36588290512856,64.95289993979756,0.0413493293793464,,10.665483,11.470000267028809,10.81,,156.97985786943946,,,-1.7968066920370367,,1.516677,,,
UCAC4 775-051528,2023-01-23 21:20:20.651,339.6520275,64.91847833333334,339.6261911973656,64.9090027455082,0.0144837770773712,12.425999641418455,12.350152,,,,62.80256767537509,,,-0.8021403636445702,,1.516677,,,
UCAC4 776-050735,2023-01-23 21:20:20.651,339.45547125,65.15067722222223,339.4730744963913,65.16836968278355,0.0191757466460105,12.517000198364258,12.216036,,,,176.63407185310223,,,-1.924883064738228,,1.516677,,,
UCAC4 776-050768,2023-01-23 21:20:20.651,339.5824233333333,65.16741250000001,339.5529104261984,65.16593660695882,0.0124823913463926,13.312999725341797,13.09212,,,,287.1036831549236,,,-2.4522937730697567,,1.516677,,,
UCAC4 776-050859,2023-01-23 21:20:20.651,339.90894625,65.15553861111111,339.9491901369278,65.17827313886976,0.0283287615745688,12.984000205993652,12.665632,,,,209.4883633097312,,,-2.110096622498013,,1.516677,,,
V* RZ Cep,2023-01-23 21:20:20.651,339.8049033333333,64.85850305555554,339.757221376929,64.88446662137753,0.0329255831249479,9.300000190734863,9.29427,9.479999542236328,9.49,,84.18590594332267,,,-1.1202953376926086,,1.516677,,,
2MASS J22375782+6453569,2023-01-23 21:22:32.829,339.49095333333327,64.89916472222222,339.507351607313,64.90715894095466,0.0105964141251765,,13.145664,,,,209.78498782030383,,,-2.111632880517804,,1.522353,,-1.9646881144533854,
Case  499,2023-01-23 21:22:32.829,339.4184791666666,65.05113833333333,339.4297290388758,65.05930612000508,0.0094458300595428,12.31999969482422,11.506842,,,,224.40136360708985,,,-2.184760592313061,,1.522353,,-2.037815826248642,
Gaia DR3 2211653757940169856,2023-01-23 21:22:32.829,339.6966695833333,65.2426038888889,339.6394114134884,65.21338242727758,0.0378086416126192,,20.391071,,,,89.23382642801297,,,-1.1835206540246062,,1.522353,,-1.0365758879601874,
Gaia DR3 2212402628434865152,2023-01-23 21:22:32.829,339.4240958333333,65.2265725,339.4902032401346,65.21423055851265,0.0303319969085961,,13.289844,,,,59.237860738842926,,,-0.7386952792615058,,1.522353,,-0.591750513197087,
Gaia DR3 2212402667093547008,2023-01-23 21:22:32.829,339.4619270833333,65.18390861111112,339.5251212244274,65.21020118104654,0.037337271105509,,14.177248,,,,191.70660133490128,,,-2.0137895329019946,,1.522353,,-1.8668447668375758,
TYC 4273-1186-1,2023-01-23 21:22:32.829,339.8064062499999,65.00935527777777,339.8089817743123,65.00332387667531,0.0061287837357057,,11.109891,11.520000457763672,11.2,,47.84475143784206,,,-0.5067826199143137,,1.522353,,-0.359837853849895,
TYC 4273-343-1,2023-01-23 21:22:32.829,339.3993054166666,65.13731277777778,339.48788873994084,65.13120246759496,0.0377465437087377,,11.055931,11.539999961853027,11.04,,235.76186516088663,,,-2.238380759823212,,1.522353,,-2.091435993758793,
TYC 4273-351-1,2023-01-23 21:22:32.829,340.0602133333333,65.05962083333333,339.975469442908,65.07579758411852,0.0392155246386384,,12.543933,12.68000030517578,12.2,,59.28142477950432,,,-0.7394934457049653,,1.522353,,-0.5925486796405466,
TYC 4273-435-1,2023-01-23 21:22:32.829,339.8296558333333,64.86889416666666,339.8817116436409,64.8943977457316,0.0337448690566424,,12.399258,12.989999771118164,12.02,,87.63665354324587,,,-1.163911326743532,,1.522353,,-1.0169665606791132,
TYC 4273-650-1,2023-01-23 21:22:32.829,340.0967083333333,65.18951222222222,340.03489712197194,65.17424277798374,0.0301044422989194,,10.161988,10.90999984741211,10.39,,83.49191342909556,,,-1.1113078985209233,,1.522353,,-0.9643631324565045,
TYC 4273-659-1,2023-01-23 21:22:32.829,340.02271916666666,64.95526805555556,339.9457067376922,64.97165244228937,0.0364780061099222,,10.683766,11.520000457763672,10.84,,53.059444899915874,,,-0.6191036185640524,,1.522353,,-0.47215885249963363,
TYC 4273-695-1,2023-01-23 21:22:32.829,339.6230466666666,65.06957249999999,339.6219098749167,65.07550226371235,0.005949088812016,,11.706887,12.470000267028809,12.15,,213.0090632147624,,,-2.1281920692204674,,1.522353,,-1.9812473031560487,
TYC 4273-822-1,2023-01-23 21:22:32.829,339.8645287499999,65.14470083333335,339.849706241905,65.14777535084515,0.0069473012160264,,10.9047,11.649999618530272,10.91,,52.92621976701626,,,-0.6163740526965915,,1.522353,,-0.46942928663217276,
TYC 4273-849-1,2023-01-23 21:22:32.829,339.3875783333333,65.02880222222223,339.46005828216664,65.00174004977623,0.0408603482246677,,12.342563,13.100000381469728,12.34,,86.11561334389941,,,-1.1449016110092238,,1.522353,,-0.9979568449448051,
UCAC4 775-051528,2023-01-23 21:22:32.829,339.6520275,64.91847833333334,339.6353867600219,64.90755958154676,0.0130000068420305,12.425999641418455,12.350152,,,,64.10791958225172,,,-0.8244760718815392,,1.522353,,-0.6775313058171204,
UCAC4 776-050735,2023-01-23 21:22:32.829,339.45547125,65.15067722222223,339.48243093577884,65.16691012982064,0.0197935130000851,12.517000198364258,12.216036,,,,169.68700041944,,,-1.881318294829552,,1.522353,,-1.7343735287651332,
UCAC4 776-050768,2023-01-23 21:22:32.829,339.5824233333333,65.16741250000001,339.5622496454544,65.16449211346634,0.0089619527443818,13.312999725341797,13.09212,,,,284.0528292749791,,,-2.44069466163636,,1.522353,,-2.293749895571941,
UCAC4 776-050859,2023-01-23 21:22:32.829,339.90894625,65.15553861111111,339.9655024845636,65.15400713988386,0.0238124468672902,12.984000205993652,12.665632,,,,95.37012493684956,,,-1.2557277421249002,,1.522353,,-1.1087829760604815,
V* RZ Cep,2023-01-23 21:22:32.829,339.8049033333333,64.85850305555554,339.7665752282003,64.88304740791585,0.0294507788301561,9.300000190734863,9.29427,9.479999542236328,9.49,,76.46231775024867,,,-1.015815509090531,,1.522353,,-0.8688707430261122,
2MASS J22375782+6453569,2023-01-23 21:24:44.423,339.49095333333327,64.89916472222222,339.510659228495,64.90942690912983,0.013235060448771,,13.145664,,,,205.1609948428212,,,-2.087433854023553,,1.528033,,-2.0495119664447485,
Case  499,2023-01-23 21:24:44.423,339.4184791666666,65.05113833333333,339.4330563596559,65.06157215706864,0.0121102247764771,12.31999969482422,11.506842,,,,219.3371188570853,,,-2.1599771992423067,,1.528033,,-2.122055311663502,
Gaia DR3 2211653757940169856,2023-01-23 21:24:44.423,339.6966695833333,65.2426038888889,339.6427519341941,65.2156580067429,0.0351629472644963,,20.391071,,,,84.90163153367921,,,-1.1294869533356289,,1.528033,,-1.0915650657568243,
Gaia DR3 2212402628434865152,2023-01-23 21:24:44.423,339.4240958333333,65.2265725,339.4935816519145,65.21654315656491,0.0308008480109651,,13.289844,,,,64.67562949448856,,,-0.8340485243047789,,1.528033,,-0.7961266367259743,
Gaia DR3 2212402667093547008,2023-01-23 21:24:44.423,339.4619270833333,65.18390861111112,339.5285008879268,65.21249919152329,0.0399663064573117,,14.177248,,,,189.373824628262,,,-2.000496739083539,,1.528033,,-1.9625748515047343,
TYC 4273-1186-1,2023-01-23 21:24:44.423,339.8064062499999,65.00935527777777,339.8123287464477,65.00573035168867,0.0044046948463032,,11.109891,11.520000457763672,11.2,,48.46175134562567,,,-0.5206946255294397,,1.528033,,-0.4827727379506351,
TYC 4273-343-1,2023-01-23 21:24:44.423,339.3993054166666,65.13731277777778,339.49123155246144,65.13349050260699,0.0388411936925394,,11.055931,11.539999961853027,11.04,,234.0629318696654,,,-2.23052846494416,,1.528033,,-2.1926065773653556,
TYC 4273-351-1,2023-01-23 21:24:44.423,340.0602133333333,65.05962083333333,339.97879212022247,65.07812158036366,0.0389901714845966,,12.543933,12.68000030517578,12.2,,61.89637927277283,,,-0.7863599757411966,,1.528033,,-0.748438088162392,
TYC 4273-435-1,2023-01-23 21:24:44.423,339.8296558333333,64.86889416666666,339.8850081150653,64.89672867212538,0.0364252015977538,,12.399258,12.989999771118164,12.02,,85.18363585967269,,,-1.1330872955861913,,1.528033,,-1.0951654080073867,
TYC 4273-650-1,2023-01-23 21:24:44.423,340.0967083333333,65.18951222222222,340.0382496443548,65.17648518657191,0.0277801503453909,,10.161988,10.90999984741211,10.39,,79.50145903388169,,,-1.0581346107712404,,1.528033,,-1.0202127231924358,
TYC 4273-659-1,2023-01-23 21:24:44.423,340.02271916666666,64.95526805555556,339.94886651320985,64.973909907804,0.0363903629144319,,10.683766,11.520000457763672,10.84,,60.41029022037473,,,-0.7599741685816412,,1.528033,,-0.7220522810028366,
TYC 4273-695-1,2023-01-23 21:24:44.423,339.6230466666666,65.06957249999999,339.62522196849244,65.07780515927992,0.0082835484717742,,11.706887,12.470000267028809,12.15,,219.75191310108897,,,-2.1620285247340782,,1.528033,,-2.1241066371552737,
TYC 4273-822-1,2023-01-23 21:24:44.423,339.8645287499999,65.14470083333335,339.8530612506969,65.15007254323938,0.0072169272463143,,10.9047,11.649999618530272,10.91,,64.37334173652293,,,-0.8289620000150911,,1.528033,,-0.7910401124362865,
